drift_event_id,is_anomaly,anomaly_type,gt_severity,gt_explanation
DRF00937,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-90 — attack surface increased.
DRF00791,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-10 — attack surface increased.
DRF00527,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00522,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-79 — exposure risk.
DRF00509,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00863,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00724,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-63 — attack surface increased.
DRF00533,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00548,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00908,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-1 — attack surface increased.
DRF00562,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00903,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00799,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00970,True,PROTECTION_DISABLED,High,Endpoint control disabled vs baseline and unresolved.
DRF00953,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00911,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00696,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00974,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-56 — monitoring blind spot.
DRF00532,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00808,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00711,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00989,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-5 — attack surface increased.
DRF00956,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-94 — attack surface increased.
DRF00991,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00705,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00616,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00920,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00537,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00647,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00821,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00797,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00686,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00875,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00730,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00726,True,PROTECTION_DISABLED,High,DLP control disabled vs baseline and unresolved.
DRF00717,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00928,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-31 — attack surface increased.
DRF00700,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-46 — attack surface increased.
DRF00603,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00592,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00866,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00947,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00654,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-87 — exposure risk.
DRF00551,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00876,True,PROTECTION_DISABLED,High,Endpoint control disabled vs baseline and unresolved.
DRF00786,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00613,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-72 — attack surface increased.
DRF00934,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00994,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00832,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-73 — exposure risk.
DRF00652,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00501,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 135 days.
DRF00846,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00679,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00815,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00998,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-93 — exposure risk.
DRF00798,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 134 days.
DRF00584,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-21 — monitoring blind spot.
DRF00843,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-18 — monitoring blind spot.
DRF00507,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00810,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-88 — exposure risk.
DRF00825,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00950,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00824,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-8 — attack surface increased.
DRF00943,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00520,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-37 — monitoring blind spot.
DRF00590,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-5 — attack surface increased.
DRF00672,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00873,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00754,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00936,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00944,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-67 — attack surface increased.
DRF00829,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-22 — attack surface increased.
DRF00503,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00792,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00693,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00984,True,PROTECTION_DISABLED,High,Vulnerability control disabled vs baseline and unresolved.
DRF00906,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 121 days.
DRF00612,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00828,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-18 — monitoring blind spot.
DRF00965,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 120 days.
DRF00739,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00504,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00674,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00597,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00901,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00899,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00849,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-13 — exposure risk.
DRF00780,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-83 — exposure risk.
DRF00585,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00571,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00914,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 115 days.
DRF00714,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00915,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-38 — attack surface increased.
DRF00861,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00988,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00954,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00738,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00877,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-50 — attack surface increased.
DRF00734,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00803,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-76 — exposure risk.
DRF00996,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-59 — monitoring blind spot.
DRF00656,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00887,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00941,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-80 — exposure risk.
DRF00889,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-69 — monitoring blind spot.
DRF00884,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-13 — exposure risk.
DRF00925,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-66 — attack surface increased.
DRF00818,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-75 — exposure risk.
DRF00919,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 105 days.
DRF00929,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00725,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-80 — exposure risk.
DRF00528,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00794,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00667,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-67 — attack surface increased.
DRF00858,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 101 days.
DRF00978,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00892,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00964,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00517,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00745,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 98 days.
DRF00506,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00591,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-10 — attack surface increased.
DRF00608,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-63 — attack surface increased.
DRF00807,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00634,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-48 — exposure risk.
DRF00942,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-36 — exposure risk.
DRF00650,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00775,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-19 — exposure risk.
DRF00055,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-38 — exposure risk.
DRF00330,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-12 — attack surface increased.
DRF00027,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-39 — monitoring blind spot.
DRF00245,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-74 — attack surface increased.
DRF00063,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00336,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00304,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00110,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00344,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-47 — exposure risk.
DRF00222,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 87 days.
DRF00411,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-30 — exposure risk.
DRF00046,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00408,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00433,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-23 — attack surface increased.
DRF00070,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00284,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00178,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00462,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-53 — monitoring blind spot.
DRF00360,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00334,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-71 — attack surface increased.
DRF00316,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00080,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-80 — exposure risk.
DRF00482,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00064,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-1 — exposure risk.
DRF00339,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00049,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00042,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 85 days.
DRF00174,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00120,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00430,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00151,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00291,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-22 — monitoring blind spot.
DRF00386,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00379,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00400,True,PROTECTION_DISABLED,High,Vulnerability control disabled vs baseline and unresolved.
DRF00175,True,PROTECTION_DISABLED,High,Endpoint control disabled vs baseline and unresolved.
DRF00016,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00407,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00157,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 82 days.
DRF00365,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00390,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-97 — attack surface increased.
DRF00052,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-6 — monitoring blind spot.
DRF00058,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-26 — monitoring blind spot.
DRF00288,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00489,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 81 days.
DRF00359,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-92 — attack surface increased.
DRF00299,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-97 — attack surface increased.
DRF00467,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00458,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00182,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-8 — attack surface increased.
DRF00154,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-34 — exposure risk.
DRF00342,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00203,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 79 days.
DRF00013,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-59 — monitoring blind spot.
DRF00443,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00170,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00098,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00355,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-56 — attack surface increased.
DRF00307,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00045,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00191,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00340,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00280,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-20 — exposure risk.
DRF00324,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00332,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00389,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 77 days.
DRF00441,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00466,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00219,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00325,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-95 — attack surface increased.
DRF00358,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 76 days.
DRF00177,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00103,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-26 — exposure risk.
DRF00091,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00440,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00075,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00090,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00231,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-19 — attack surface increased.
DRF00439,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-17 — attack surface increased.
DRF00328,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00144,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00201,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00460,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00497,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00057,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00318,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00166,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00490,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00393,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 73 days.
DRF00043,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00004,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-14 — attack surface increased.
DRF00262,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00277,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00073,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00065,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-74 — monitoring blind spot.
DRF00031,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-99 — attack surface increased.
DRF00261,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00431,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00129,True,PROTECTION_DISABLED,High,DLP control disabled vs baseline and unresolved.
DRF00078,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00251,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00139,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 72 days.
DRF00202,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00145,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00341,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00130,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00242,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-16 — attack surface increased.
DRF00000,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00044,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00403,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00246,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00444,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-41 — monitoring blind spot.
DRF00221,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 70 days.
DRF00461,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00309,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00053,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 69 days.
DRF00474,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-5 — exposure risk.
DRF00188,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00406,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00356,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 68 days.
DRF00197,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00122,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 67 days.
DRF00257,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00095,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-12 — exposure risk.
DRF00244,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 67 days.
DRF00412,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-82 — exposure risk.
DRF00418,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-71 — attack surface increased.
DRF00228,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00423,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 66 days.
DRF00354,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00117,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00207,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00499,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00305,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00022,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 64 days.
DRF00153,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00449,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00160,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00286,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-40 — attack surface increased.
DRF00436,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00252,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00493,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-25 — monitoring blind spot.
DRF00152,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00320,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00273,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00494,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00427,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-33 — attack surface increased.
DRF00473,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00469,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00141,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-79 — exposure risk.
DRF00271,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 61 days.
DRF00371,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 61 days.
DRF00032,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00451,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00268,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-36 — attack surface increased.
DRF00391,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00086,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00124,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00161,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-31 — monitoring blind spot.
DRF00094,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-35 — exposure risk.
DRF00005,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00212,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00119,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00126,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00483,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00248,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-2 — monitoring blind spot.
DRF00382,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00195,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00351,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00218,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00034,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00301,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00476,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-22 — exposure risk.
DRF00311,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-37 — monitoring blind spot.
DRF00337,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-1 — attack surface increased.
DRF00105,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00464,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00028,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-69 — monitoring blind spot.
DRF00453,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00292,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-23 — attack surface increased.
DRF00131,True,PROTECTION_DISABLED,High,DLP control disabled vs baseline and unresolved.
DRF00485,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 56 days.
DRF00395,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-62 — attack surface increased.
DRF00387,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 56 days.
DRF00437,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00343,True,PROTECTION_DISABLED,High,Cloud_Security control disabled vs baseline and unresolved.
DRF00429,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 56 days.
DRF00370,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00184,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00236,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-16 — attack surface increased.
DRF00383,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-43 — attack surface increased.
DRF00088,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00254,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-82 — attack surface increased.
DRF00217,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00283,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00472,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00404,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 52 days.
DRF00180,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00192,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00471,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00100,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00209,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-22 — monitoring blind spot.
DRF00059,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-51 — attack surface increased.
DRF00140,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00294,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-95 — exposure risk.
DRF00322,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-21 — exposure risk.
DRF00033,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-16 — exposure risk.
DRF00410,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 51 days.
DRF00102,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00146,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-5 — exposure risk.
DRF00374,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 50 days.
DRF00054,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00149,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00159,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-94 — exposure risk.
DRF00346,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-35 — attack surface increased.
DRF00345,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-52 — attack surface increased.
DRF00415,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00014,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00327,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-97 — attack surface increased.
DRF00115,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-85 — attack surface increased.
DRF00376,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00147,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00067,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-49 — monitoring blind spot.
DRF00297,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-63 — attack surface increased.
DRF00023,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-15 — exposure risk.
DRF00186,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00398,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-49 — attack surface increased.
DRF00285,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-96 — monitoring blind spot.
DRF00164,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00237,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 47 days.
DRF00003,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00158,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-45 — attack surface increased.
DRF00347,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00216,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-46 — exposure risk.
DRF00024,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-40 — monitoring blind spot.
DRF00321,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-30 — attack surface increased.
DRF00239,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-64 — attack surface increased.
DRF00492,False,BENIGN,None,Routine approved change consistent with baseline.
